ID,Type,StartTime,EndTime,Location,BPM,Color
1000118,2,47538,48000,448,,
1000119,0,48000,0,64,,
1000120,0,48230,0,192,,
1000121,2,48461,48923,320,,
1000122,0,48923,0,448,,
1000123,0,48923,0,192,,
1000124,0,49153,0,320,,
1000125,2,49384,49846,64,,
1000126,2,49846,50538,192,,
1000127,2,49846,50538,448,,
1000128,0,50538,0,320,,
1000129,0,50769,0,448,,
1000130,0,51000,0,320,,
1000131,0,51230,0,192,,
1000132,0,51461,0,320,,
1000133,0,51692,0,448,,
1000134,0,51923,0,192,,
1000135,2,52153,52615,320,,
1000136,0,52615,0,192,,
1000137,0,52615,0,448,,
1000138,0,52846,0,320,,
1000139,2,53076,53538,64,,
1000140,2,53538,54000,192,,
1000141,0,54000,0,320,,
1000142,0,54230,0,448,,
1000143,2,54461,54923,192,,
1000144,2,54923,55384,320,,
1000145,0,55384,0,448,,
1000146,0,55615,0,64,,
1000147,0,55846,0,192,,
1000148,2,56307,56769,320,,
1000149,0,56769,0,192,,
1000150,0,56769,0,448,,
1000151,0,57230,0,320,,
1000152,0,57692,0,64,,
1000153,2,57923,58384,192,,
1000154,0,58384,0,448,,
1000155,0,58615,0,192,,
1000156,2,58846,59538,64,,
1000157,0,59538,0,320,,
1000158,2,59769,60230,192,,
1000159,0,60230,0,448,,
1000160,0,60461,0,320,,
1000161,2,60692,61384,192,,
1000162,0,61384,0,448,,
1000163,2,61615,62076,64,,
1000164,0,62076,0,448,,
1000165,0,62307,0,192,,
1000166,0,62538,0,320,,
1000167,0,62769,0,192,,
1000168,0,63000,0,320,,
1000169,2,63230,63692,64,,
1000170,2,63692,64153,448,,
1000171,0,64153,0,320,,
1000172,0,64153,0,64,,
1000173,0,64615,0,192,,
1000174,0,65076,0,64,,
1000175,2,65307,65769,320,,
1000176,0,65769,0,64,,
1000177,0,66000,0,320,,
1000178,2,66230,66923,448,,
1000179,0,66923,0,192,,
1000180,2,67153,67615,320,,
1000181,0,67615,0,64,,
1000182,0,67846,0,192,,
1000183,0,68076,0,320,,
1000184,0,68307,0,448,,
1000185,0,68307,0,192,,
1000186,0,68769,0,320,,
1000187,2,69000,69461,192,,
1000188,0,69461,0,448,,
1000189,0,69692,0,64,,
1000190,0,69923,0,448,,
1000191,0,70153,0,64,,
1000192,0,70384,0,320,,
1000193,2,70615,71076,192,,
1000194,2,71076,71538,320,,
1000195,0,71538,0,192,,
1000196,0,72000,0,192,,
1000197,0,72230,0,320,,
1000198,0,72461,0,64,,
1000199,0,72692,0,192,,
1000200,0,72692,0,448,,
1000201,0,72923,0,320,,
1000202,0,73153,0,192,,
1000203,2,73384,73846,64,,
1000204,2,73384,73846,320,,
1000205,0,73846,0,192,,
1000206,0,74076,0,320,,
1000207,0,74307,0,448,,
1000208,0,74538,0,320,,
1000209,0,74538,0,64,,
1000210,0,74769,0,192,,
1000211,0,75000,0,320,,
1000212,2,75230,75692,448,,
1000213,2,75230,75692,192,,
1000214,0,75692,0,320,,
1000215,0,75923,0,192,,
1000216,0,76153,0,320,,
1000217,0,76153,0,64,,
1000218,0,76384,0,192,,
1000219,0,76384,0,448,,
1000220,0,76615,0,320,,
1000221,0,76846,0,192,,
1000222,2,77076,77538,320,,
1000223,2,77076,77538,64,,
1000224,0,77538,0,192,,
1000225,0,77769,0,320,,
1000226,0,78000,0,192,,
1000227,0,78000,0,448,,
1000228,0,78230,0,64,,
1000229,0,78230,0,320,,
1000230,0,78461,0,192,,
1000231,0,78692,0,320,,
1000232,2,78923,79384,192,,
1000233,2,78923,79384,448,,
1000234,0,79384,0,320,,
1000235,0,79384,0,64,,
1000236,0,79615,0,192,,
1000237,0,79615,0,448,,
1000238,0,80076,0,320,,
1000239,0,80076,0,64,,
1000240,0,80307,0,192,,
1000241,0,80307,0,448,,
1000242,0,80538,0,320,,
1000243,0,80769,0,64,,
1000244,0,81000,0,320,,
1000245,0,81230,0,192,,
1000246,0,81230,0,448,,
1000247,0,81461,0,320,,
1000248,0,81461,0,64,,
1000249,0,81923,0,192,,
1000250,0,81923,0,448,,
1000251,0,82153,0,320,,
1000252,0,82153,0,64,,
1000253,0,82384,0,192,,
1000254,0,82615,0,448,,
1000255,0,82846,0,192,,
1000256,0,83076,0,448,,
1000257,0,83307,0,320,,
1000258,0,83538,0,192,,
1000259,0,83769,0,64,,
1000260,0,84000,0,192,,
1000261,0,84000,0,448,,
1000262,0,84230,0,320,,
1000263,2,84461,84923,192,,
1000264,0,84923,0,320,,
1000265,0,85153,0,192,,
1000266,0,85615,0,320,,
1000267,0,85846,0,192,,
