ID,Type,StartTime,EndTime,Location,BPM,Color,
1000109,2,42358,42835,448,,,
1000110,0,43073,0,192,,,
1000111,0,43311,0,448,,,
1000112,0,43549,0,320,,,
1000113,0,43787,0,64,,,
1000114,0,44025,0,192,,,
1000115,2,44263,44739,320,,,
1000116,2,44263,44739,64,,,
1000117,0,44977,0,448,,,
1000118,0,45216,0,64,,,
1000119,0,45454,0,192,,,
1000120,0,45692,0,448,,,
1000121,0,45930,0,320,,,
1000122,2,46168,46644,448,,,
1000123,0,46882,0,192,,,
1000124,0,47120,0,448,,,
1000125,0,47358,0,320,,,
1000126,0,47597,0,64,,,
1000127,0,47835,0,192,,,
1000128,2,48073,48549,320,,,
1000129,2,48073,48549,64,,,
1000130,0,48787,0,448,,,
1000131,0,49025,0,64,,,
1000132,0,49263,0,192,,,
1000133,0,49501,0,448,,,
1000134,0,49739,0,320,,,
1000135,2,49977,50454,448,,,
1000136,0,50692,0,192,,,
1000137,0,50930,0,448,,,
1000138,0,51168,0,320,,,
1000139,0,51406,0,64,,,
1000140,0,51644,0,192,,,
1000141,0,51882,0,320,,,
1000142,2,52120,52597,448,,,
1000143,0,52835,0,192,,,
1000144,0,53311,0,448,,,
1000145,2,53787,54263,320,,,
1000146,0,54501,0,192,,,
1000147,0,54739,0,448,,,
1000148,0,54977,0,320,,,
1000149,0,55216,0,64,,,
1000150,0,55454,0,192,,,
1000151,2,55692,56168,320,,,
1000152,2,55692,56168,64,,,
1000153,0,56406,0,448,,,
1000154,0,56644,0,64,,,
1000155,0,56882,0,192,,,
1000156,0,57120,0,448,,,
1000157,0,57358,0,320,,,
1000158,2,57597,58073,448,,,
1000159,0,58311,0,192,,,
1000160,0,58549,0,448,,,
1000161,0,58787,0,320,,,
1000162,0,59025,0,64,,,
1000163,0,59263,0,192,,,
1000164,2,59501,59977,320,,,
1000165,2,59501,59977,64,,,
1000166,0,60216,0,448,,,
1000167,0,60454,0,64,,,
1000168,0,60692,0,192,,,
1000169,0,60930,0,448,,,
1000170,0,61168,0,320,,,
1000171,2,61406,61882,448,,,
1000172,0,62358,0,192,,,
1000173,0,62597,0,320,,,
1000174,0,62835,0,64,,,
1000175,0,63073,0,192,,,
1000176,2,63311,63787,320,,,
1000177,2,63311,63787,64,,,
1000178,0,64025,0,448,,,
1000179,0,64263,0,64,,,
1000180,0,64501,0,192,,,
1000181,0,64739,0,448,,,
1000182,0,64977,0,320,,,
1000183,2,65216,65692,448,,,
1000184,0,65930,0,192,,,
1000185,0,66168,0,448,,,
1000186,0,66406,0,320,,,
1000187,0,66644,0,64,,,
1000188,0,66882,0,192,,,
1000189,0,67120,0,320,,,
1000190,2,67358,67835,448,,,
1000191,0,68073,0,192,,,
1000192,0,68549,0,448,,,
1000193,2,69025,70454,320,,,
