ID,Type,StartTime,EndTime,Location,BPM,Color
1000121,0,40625,0,192,,
1000122,0,40937,0,64,,
1000123,2,41250,41875,320,,
1000124,2,41875,42500,64,,
1000125,0,42500,0,192,,
1000126,0,42500,0,448,,
1000127,0,42812,0,64,,
1000128,0,42812,0,320,,
1000129,0,43125,0,192,,
1000130,0,43125,0,448,,
1000131,0,43437,0,64,,
1000132,0,43437,0,320,,
1000133,2,43750,44375,192,,
1000134,2,44375,45000,448,,
1000135,0,45000,0,64,,
1000136,0,45000,0,320,,
1000137,0,45312,0,192,,
1000138,0,45312,0,448,,
1000139,0,45625,0,64,,
1000140,0,45625,0,320,,
1000141,0,45937,0,192,,
1000142,0,45937,0,448,,
1000143,2,46250,46875,320,,
1000144,2,46875,47500,192,,
1000145,0,47500,0,320,,
1000146,0,47500,0,64,,
1000147,0,47812,0,192,,
1000148,0,47812,0,448,,
1000149,0,48125,0,64,,
1000150,0,48125,0,320,,
1000151,0,48437,0,192,,
1000152,0,48437,0,448,,
1000153,2,48750,49375,320,,
1000154,2,49375,50000,192,,
1000155,0,50000,0,64,,
1000156,0,50000,0,320,,
1000157,0,50312,0,192,,
1000158,0,50312,0,448,,
1000159,0,50625,0,64,,
1000160,0,50625,0,320,,
1000161,0,50937,0,192,,
1000162,0,50937,0,448,,
1000163,0,51250,0,320,,
1000164,0,51562,0,192,,
1000165,0,51875,0,64,,
1000166,0,52031,0,320,,
1000167,0,52343,0,192,,
1000168,0,52500,0,448,,
1000169,0,52656,0,64,,
1000170,2,53125,53750,320,,
1000171,0,53750,0,192,,
1000172,0,54062,0,320,,
1000173,0,54375,0,448,,
1000174,0,54531,0,192,,
1000175,0,54843,0,320,,
1000176,0,55000,0,64,,
1000177,0,55156,0,448,,
1000178,2,55625,56250,192,,
1000179,0,56250,0,320,,
1000180,0,56562,0,448,,
1000181,0,56875,0,64,,
1000182,0,57031,0,448,,
1000183,0,57343,0,192,,
1000184,0,57500,0,448,,
1000185,0,57656,0,64,,
1000186,2,58125,58750,320,,
1000187,0,58750,0,192,,
1000188,0,59062,0,64,,
1000189,0,59375,0,448,,
1000190,0,59531,0,64,,
1000191,0,59843,0,320,,
1000192,0,60000,0,64,,
1000193,0,60156,0,448,,
1000194,2,60625,61250,192,,
1000195,0,61250,0,320,,
1000196,0,61250,0,64,,
1000197,0,61562,0,192,,
1000198,0,61562,0,448,,
1000199,0,61875,0,320,,
1000200,0,62031,0,64,,
1000201,0,62343,0,448,,
1000202,0,62500,0,64,,
1000203,0,62656,0,320,,
1000204,2,63125,63750,192,,
1000205,0,63750,0,320,,
1000206,0,63750,0,64,,
1000207,0,64062,0,448,,
1000208,0,64062,0,192,,
1000209,0,64375,0,320,,
1000210,0,64531,0,64,,
1000211,0,64843,0,448,,
1000212,0,65000,0,64,,
1000213,0,65156,0,320,,
1000214,2,65625,66250,192,,
1000215,0,66250,0,64,,
1000216,0,66250,0,320,,
1000217,0,66562,0,192,,
1000218,0,66562,0,448,,
1000219,0,66875,0,320,,
1000220,0,67031,0,64,,
1000221,0,67343,0,448,,
1000222,0,67500,0,64,,
1000223,0,67656,0,320,,
1000224,2,68125,68750,192,,
1000225,0,68750,0,320,,
1000226,0,68750,0,64,,
1000227,0,69062,0,448,,
1000228,0,69062,0,192,,
1000229,0,69375,0,320,,
1000230,0,69531,0,64,,
1000231,0,69843,0,448,,
1000232,0,70000,0,64,,
1000233,0,70156,0,320,,
1000234,2,70625,71250,192,,
