ID,Type,StartTime,EndTime,Location,BPM,Color,
1000215,0,74200,0,192,,,
1000216,0,74400,0,448,,,
1000217,0,74600,0,64,,,
1000218,0,74800,0,320,,,
1000219,0,75000,0,192,,,
1000220,0,75200,0,64,,,
1000221,0,75200,0,320,,,
1000222,0,75600,0,192,,,
1000223,0,75600,0,448,,,
1000224,2,75800,76200,64,,,
1000225,2,75800,76200,320,,,
1000226,2,76800,77200,192,,,
1000227,0,77200,0,320,,,
1000228,0,77400,0,64,,,
1000229,2,77600,78000,320,,,
1000230,2,78000,78400,192,,,
1000231,0,78800,0,320,,,
1000232,0,78800,0,64,,,
1000233,0,79200,0,192,,,
1000234,0,79200,0,448,,,
1000235,0,79600,0,64,,,
1000236,0,79600,0,320,,,
1000237,2,79800,80200,192,,,
1000238,2,79800,80200,448,,,
1000239,0,80400,0,320,,,
1000240,0,80600,0,192,,,
1000241,0,80800,0,448,,,
1000242,0,81000,0,64,,,
1000243,0,81200,0,320,,,
1000244,0,81400,0,192,,,
1000245,0,81600,0,64,,,
1000246,0,81600,0,320,,,
1000247,0,82000,0,192,,,
1000248,0,82000,0,448,,,
1000249,0,82400,0,64,,,
1000250,0,82400,0,320,,,
1000251,0,82800,0,192,,,
1000252,0,82800,0,448,,,
1000253,2,83000,83400,64,,,
1000254,2,83000,83400,320,,,
1000255,0,83600,0,192,,,
1000256,0,83800,0,320,,,
1000257,0,84000,0,64,,,
1000258,0,84200,0,448,,,
1000259,0,84400,0,192,,,
1000260,0,84600,0,320,,,
1000261,0,84800,0,192,,,
1000262,0,84800,0,448,,,
1000263,0,85200,0,64,,,
1000264,0,85200,0,320,,,
1000265,0,85600,0,192,,,
1000266,0,85600,0,448,,,
1000267,0,86000,0,64,,,
1000268,0,86000,0,320,,,
1000269,2,86200,86600,192,,,
1000270,2,86200,86600,448,,,
1000271,0,86800,0,320,,,
1000272,0,87000,0,192,,,
1000273,0,87200,0,448,,,
1000274,0,87400,0,64,,,
1000275,0,87600,0,320,,,
1000276,0,87800,0,192,,,
1000277,0,88000,0,64,,,
1000278,0,88000,0,320,,,
1000279,0,88400,0,192,,,
1000280,0,88400,0,448,,,
1000281,2,88600,89000,64,,,
1000282,2,88600,89000,320,,,
1000283,0,89600,0,192,,,
1000284,2,89800,90200,448,,,
1000285,2,90400,90800,320,,,
1000286,2,90800,91200,192,,,
1000287,2,91200,92800,448,,,
