ID,Type,StartTime,EndTime,Location,BPM,Color
1000106,0,37732,0,192,,
1000107,0,37988,0,320,,
1000108,2,38245,39270,448,,
1000109,0,39270,0,64,,
1000110,0,39527,0,192,,
1000111,0,39783,0,320,,
1000112,0,40040,0,448,,
1000113,0,40296,0,320,,
1000114,0,40552,0,192,,
1000115,0,40809,0,64,,
1000116,0,41065,0,320,,
1000117,0,41450,0,448,,
1000118,0,41834,0,192,,
1000119,2,42091,43629,64,,
1000120,0,44398,0,320,,
1000121,0,44655,0,448,,
1000122,0,44911,0,192,,
1000123,0,45168,0,64,,
1000124,0,45552,0,448,,
1000125,0,45937,0,192,,
1000126,2,46193,46963,320,,
1000127,2,46963,47988,192,,
1000128,2,47988,49014,320,,
1000129,0,49527,0,64,,
1000130,0,49783,0,192,,
1000131,0,50040,0,448,,
1000132,0,50296,0,64,,
1000133,2,50552,51578,320,,
1000134,0,51578,0,448,,
1000135,0,51834,0,320,,
1000136,0,52091,0,192,,
1000137,0,52347,0,64,,
1000138,0,52604,0,192,,
1000139,0,52860,0,320,,
1000140,0,53116,0,448,,
1000141,0,53373,0,320,,
1000142,0,53629,0,192,,
1000143,0,53886,0,64,,
1000144,0,54142,0,192,,
1000145,0,54398,0,320,,
1000146,2,54655,55681,448,,
1000147,0,55681,0,64,,
1000148,0,55937,0,192,,
1000149,0,56193,0,320,,
1000150,0,56450,0,448,,
1000151,0,56706,0,320,,
1000152,0,56963,0,192,,
1000153,0,57219,0,64,,
1000154,0,57475,0,320,,
1000155,0,57860,0,448,,
1000156,0,58245,0,192,,
1000157,2,58501,60040,64,,
1000158,0,60809,0,320,,
1000159,0,61065,0,448,,
1000160,0,61322,0,192,,
1000161,0,61578,0,64,,
1000162,0,61963,0,448,,
1000163,0,62347,0,192,,
1000164,2,62604,63373,320,,
1000165,2,63373,64398,192,,
1000166,0,64398,0,448,,
1000167,0,64655,0,320,,
1000168,0,64911,0,448,,
1000169,0,65168,0,192,,
1000170,0,65424,0,320,,
1000171,2,65681,66193,192,,
1000172,2,65681,66193,448,,
1000173,2,66193,66706,64,,
1000174,2,66193,66706,320,,
1000175,2,66706,67219,192,,
1000176,2,66706,67219,448,,
1000177,0,67219,0,64,,
1000178,0,67475,0,320,,
1000179,0,67988,0,192,,
1000180,0,68501,0,320,,
1000181,0,68757,0,448,,
1000182,0,69014,0,320,,
1000183,0,69270,0,192,,
1000184,0,69527,0,64,,
1000185,2,69783,70296,192,,
1000186,2,69783,70296,448,,
1000187,2,70296,70809,64,,
1000188,2,70296,70809,320,,
1000189,2,70809,71322,192,,
1000190,2,70809,71322,448,,
1000191,0,71322,0,64,,
1000192,0,71578,0,320,,
1000193,0,72091,0,192,,
1000194,0,72604,0,320,,
1000195,0,72860,0,448,,
1000196,0,73116,0,320,,
1000197,0,73373,0,192,,
1000198,0,73629,0,448,,
1000199,0,73886,0,64,,
1000200,0,74270,0,448,,
1000201,0,74655,0,192,,
1000202,2,74911,75424,320,,
1000203,0,75681,0,448,,
1000204,0,75937,0,64,,
1000205,0,76322,0,448,,
1000206,0,76706,0,192,,
1000207,2,76963,77475,320,,
1000208,2,77732,78245,192,,
1000209,0,78245,0,448,,
1000210,0,78501,0,192,,
1000211,0,78757,0,64,,
1000212,0,79014,0,320,,
1000213,0,79270,0,448,,
1000214,2,79783,80296,64,,
1000215,0,80296,0,320,,
1000216,0,80552,0,192,,
1000217,0,80809,0,320,,
1000218,0,81065,0,448,,
1000219,0,81322,0,192,,
1000220,0,81578,0,64,,
1000221,0,81834,0,192,,
1000222,2,82091,82604,64,,
1000223,2,82091,82604,320,,
1000224,2,82604,83116,448,,
1000225,2,82604,83116,192,,
1000226,2,83116,83629,64,,
1000227,2,83116,83629,320,,
1000228,0,83629,0,448,,
1000229,0,83886,0,320,,
1000230,0,84398,0,192,,
1000231,0,84911,0,320,,
1000232,0,85168,0,448,,
1000233,0,85424,0,320,,
1000234,0,85681,0,192,,
1000235,0,85937,0,320,,
1000236,2,86193,86706,192,,
1000237,2,86193,86706,448,,
1000238,2,86706,87219,64,,
1000239,2,86706,87219,320,,
1000240,2,87219,87732,192,,
1000241,2,87219,87732,448,,
1000242,0,87732,0,64,,
1000243,0,87988,0,320,,
1000244,0,88501,0,192,,
1000245,0,89014,0,320,,
1000246,0,89270,0,448,,
1000247,0,89527,0,320,,
1000248,0,89783,0,192,,
1000249,0,90040,0,448,,
1000250,0,90296,0,64,,
1000251,0,90681,0,448,,
1000252,0,91065,0,192,,
1000253,2,91322,91834,320,,
1000254,0,92091,0,448,,
1000255,0,92347,0,64,,
1000256,0,92732,0,448,,
1000257,0,93116,0,192,,
1000258,2,93373,93886,320,,
1000259,2,94142,94655,192,,
1000260,0,94655,0,448,,
1000261,0,94911,0,192,,
1000262,0,95168,0,64,,
1000263,0,95424,0,320,,
1000264,0,95681,0,448,,
1000265,0,96193,0,192,,
1000266,0,96706,0,320,,
1000267,0,96963,0,192,,
1000268,0,97219,0,320,,
1000269,0,97475,0,448,,
1000270,0,97860,0,192,,
1000271,0,98245,0,64,,
1000272,2,98501,99270,320,,
