ID,Type,StartTime,EndTime,Location,BPM,Color
1000079,0,28781,0,448,,
1000080,0,29031,0,192,,
1000081,2,29281,29781,448,,
1000082,0,29781,0,192,,
1000083,2,30156,30781,320,,
1000084,0,30781,0,64,,
1000085,0,31031,0,448,,
1000086,2,31281,31781,192,,
1000087,0,31781,0,320,,
1000088,2,32156,32781,192,,
1000089,0,32781,0,448,,
1000090,0,33031,0,320,,
1000091,2,33281,33781,192,,
1000092,0,33781,0,64,,
1000093,2,34156,34781,448,,
1000094,0,34781,0,192,,
1000095,0,35031,0,320,,
1000096,2,35281,35781,192,,
1000097,0,35781,0,320,,
1000098,2,36156,36781,192,,
1000099,0,36781,0,448,,
1000100,0,37031,0,64,,
1000101,2,37281,37781,448,,
1000102,0,37781,0,192,,
1000103,2,38156,38781,320,,
1000104,0,38781,0,448,,
1000105,0,38781,0,192,,
1000106,0,39031,0,320,,
1000107,2,39281,39781,192,,
1000108,2,39781,40281,320,,
1000109,0,40281,0,448,,
1000110,0,40281,0,192,,
1000111,0,40781,0,320,,
1000112,0,41031,0,64,,
1000113,2,41281,41781,192,,
1000114,0,41781,0,320,,
1000115,2,42156,42781,448,,
1000116,0,42781,0,320,,
1000117,0,43031,0,64,,
1000118,2,43281,43781,320,,
1000119,0,43781,0,64,,
1000120,2,44156,44781,448,,
1000121,0,44781,0,192,,
1000122,0,45031,0,64,,
1000123,0,45281,0,448,,
1000124,0,45781,0,320,,
1000125,2,46156,46781,192,,
1000126,0,46781,0,320,,
1000127,0,46781,0,64,,
1000128,0,47031,0,192,,
1000129,2,47281,47781,64,,
1000130,0,47781,0,320,,
1000131,2,48156,48781,448,,
1000132,0,48781,0,320,,
1000133,0,48781,0,64,,
1000134,0,49031,0,192,,
1000135,2,49281,49781,320,,
1000136,0,49781,0,192,,
1000137,2,50156,50781,64,,
1000138,0,50781,0,448,,
1000139,0,51031,0,192,,
1000140,2,51281,51781,448,,
1000141,0,51781,0,64,,
1000142,2,52156,52781,320,,
1000143,0,52781,0,64,,
1000144,0,53031,0,448,,
1000145,2,53281,53781,192,,
1000146,0,53781,0,448,,
1000147,2,54156,54781,192,,
1000148,0,54781,0,448,,
1000149,0,55031,0,320,,
1000150,2,55281,55781,192,,
1000151,2,55781,56281,64,,
1000152,2,56281,56781,448,,
1000153,2,56781,57281,192,,
1000154,2,57281,57781,320,,
1000155,2,57781,58281,192,,
1000156,0,58281,0,448,,
1000157,0,58531,0,320,,
1000158,2,58781,59281,192,,
1000159,0,59281,0,448,,
1000160,0,59531,0,192,,
1000161,2,59781,60281,320,,
1000162,0,60281,0,448,,
1000163,0,60531,0,320,,
1000164,2,60781,61281,192,,
1000165,2,61281,61781,448,,
1000166,2,61781,62281,64,,
1000167,0,62281,0,448,,
1000168,0,62531,0,320,,
1000169,0,62781,0,448,,
1000170,0,63031,0,320,,
1000171,2,63281,63781,192,,
1000172,2,63781,64281,64,,
1000173,2,64281,64781,448,,
1000174,2,64781,65281,192,,
1000175,2,65281,65781,320,,
1000176,2,65781,66281,192,,
1000177,0,66281,0,448,,
1000178,0,66531,0,320,,
1000179,2,66781,67281,192,,
1000180,0,67281,0,448,,
1000181,0,67531,0,192,,
1000182,2,67781,68281,320,,
1000183,0,68281,0,448,,
1000184,0,68531,0,320,,
1000185,2,68781,69281,192,,
1000186,2,69281,69781,448,,
1000187,2,69781,70281,64,,
1000188,2,70281,70781,448,,
1000189,2,70781,71281,320,,
1000190,2,71281,71781,192,,
1000191,2,71781,72281,64,,
1000192,0,72781,0,192,,
1000193,0,73031,0,320,,
1000194,2,73281,73781,64,,
1000195,0,73781,0,320,,
1000196,2,74156,74781,192,,
1000197,0,74781,0,64,,
1000198,0,74781,0,320,,
1000199,0,75031,0,192,,
1000200,2,75281,75781,448,,
1000201,0,75781,0,64,,
1000202,2,76156,76781,320,,
1000203,0,76781,0,192,,
1000204,0,76781,0,448,,
1000205,0,77031,0,320,,
1000206,2,77281,77781,64,,
1000207,0,77781,0,320,,
1000208,2,78156,78781,192,,
1000209,0,78781,0,64,,
1000210,0,78781,0,320,,
1000211,0,79031,0,448,,
1000212,2,79281,79781,192,,
1000213,0,79781,0,320,,
1000214,2,80156,80781,64,,
1000215,0,80781,0,192,,
1000216,0,80781,0,448,,
1000217,0,81031,0,320,,
1000218,2,81281,81781,192,,
1000219,0,81781,0,448,,
1000220,2,82156,82781,192,,
1000221,0,82781,0,64,,
1000222,0,82781,0,320,,
1000223,0,83031,0,192,,
1000224,2,83281,83781,448,,
1000225,0,83781,0,64,,
1000226,2,84156,84781,320,,
1000227,0,84781,0,448,,
1000228,0,84781,0,192,,
1000229,0,85031,0,320,,
1000230,2,85281,85781,64,,
1000231,0,85781,0,320,,
1000232,2,86156,86781,192,,
1000233,0,86781,0,64,,
1000234,0,86781,0,320,,
1000235,0,87031,0,192,,
1000236,2,87281,87781,320,,
1000237,0,87781,0,448,,
1000238,2,88156,88781,64,,
1000239,0,88781,0,320,,
1000240,0,89031,0,192,,
1000241,2,89281,89781,320,,
1000242,0,89781,0,64,,
1000243,2,90156,90781,320,,
1000244,0,90781,0,64,,
1000245,0,91031,0,448,,
1000246,2,91281,91781,64,,
1000247,0,91781,0,192,,
1000248,2,92156,92781,320,,
1000249,0,92781,0,64,,
1000250,0,93031,0,320,,
1000251,2,93281,93781,64,,
1000252,0,93781,0,320,,
1000253,2,94156,94781,192,,
1000254,0,94781,0,448,,
1000255,0,95031,0,64,,
1000256,2,95281,95781,320,,
1000257,0,95781,0,192,,
1000258,2,96156,96781,320,,
1000259,0,96781,0,64,,
1000260,0,97031,0,192,,
1000261,2,97281,97781,320,,
1000262,0,97781,0,448,,
1000263,2,98156,98781,64,,
1000264,0,98781,0,320,,
1000265,0,99031,0,192,,
1000266,2,99281,99781,320,,
1000267,0,99781,0,192,,
1000268,2,100156,100781,320,,
1000269,0,100781,0,64,,
1000270,0,101031,0,448,,
1000271,2,101281,101781,64,,
1000272,0,101781,0,320,,
1000273,2,102156,102781,192,,
1000274,0,102781,0,64,,
1000275,0,103031,0,448,,
1000276,2,103281,103781,320,,
1000277,2,103781,104281,192,,
1000278,0,104281,0,64,,
