ID,Type,StartTime,EndTime,Location,BPM,Color,
1000136,0,51774,0,320,,,
1000137,0,52016,0,64,,,
1000138,0,52258,0,448,,,
1000139,0,52258,0,192,,,
1000140,0,52741,0,64,,,
1000141,0,52741,0,320,,,
1000142,0,53225,0,320,,,
1000143,0,53467,0,64,,,
1000144,0,53709,0,448,,,
1000145,0,53951,0,192,,,
1000146,0,54193,0,320,,,
1000147,0,54193,0,64,,,
1000148,0,54677,0,192,,,
1000149,0,54677,0,448,,,
1000150,0,55161,0,64,,,
1000151,0,55403,0,192,,,
1000152,0,55645,0,320,,,
1000153,0,55887,0,448,,,
1000154,0,56129,0,320,,,
1000155,0,56129,0,64,,,
1000156,0,56612,0,448,,,
1000157,0,56612,0,192,,,
1000158,0,57096,0,64,,,
1000159,0,57338,0,192,,,
1000160,0,57580,0,320,,,
1000161,0,57822,0,64,,,
1000162,0,58064,0,448,,,
1000163,0,58064,0,192,,,
1000164,0,58548,0,320,,,
1000165,0,58548,0,64,,,
1000166,0,59032,0,448,,,
1000167,0,59274,0,320,,,
1000168,0,59516,0,64,,,
1000169,0,59758,0,448,,,
1000170,0,59999,0,64,,,
1000171,0,59999,0,320,,,
1000172,0,60483,0,192,,,
1000173,0,60483,0,448,,,
1000174,0,60967,0,320,,,
1000175,0,61209,0,448,,,
1000176,0,61451,0,64,,,
1000177,0,61693,0,192,,,
1000178,0,61935,0,320,,,
1000179,0,61935,0,64,,,
1000180,0,62419,0,192,,,
1000181,0,62419,0,448,,,
1000182,0,62903,0,448,,,
1000183,0,63145,0,320,,,
1000184,0,63387,0,192,,,
1000185,0,63629,0,64,,,
1000186,0,64354,0,64,,,
1000187,0,64354,0,320,,,
1000188,0,64838,0,192,,,
1000189,0,64838,0,448,,,
1000190,0,65080,0,64,,,
1000191,0,65322,0,448,,,
1000192,0,65564,0,192,,,
1000193,0,65806,0,320,,,
1000194,0,65806,0,64,,,
1000195,0,66290,0,448,,,
1000196,0,66290,0,192,,,
1000197,0,66774,0,64,,,
1000198,0,67016,0,448,,,
1000199,0,67258,0,192,,,
1000200,0,67499,0,320,,,
1000201,0,67741,0,192,,,
1000202,0,67741,0,448,,,
1000203,0,68225,0,64,,,
1000204,0,68225,0,320,,,
1000205,0,68709,0,448,,,
1000206,0,68951,0,192,,,
1000207,0,69193,0,448,,,
1000208,0,69435,0,192,,,
1000209,0,69677,0,320,,,
1000210,0,69677,0,64,,,
1000211,0,70161,0,192,,,
1000212,0,70161,0,448,,,
1000213,0,70645,0,320,,,
1000214,0,70887,0,192,,,
1000215,0,71129,0,64,,,
1000216,0,71370,0,448,,,
1000217,0,71612,0,64,,,
1000218,0,71612,0,320,,,
1000219,0,72096,0,192,,,
1000220,0,72096,0,448,,,
1000221,0,72580,0,320,,,
1000222,0,72822,0,64,,,
1000223,0,73064,0,448,,,
1000224,0,73306,0,192,,,
1000225,0,73548,0,320,,,
1000226,0,73548,0,64,,,
1000227,0,74032,0,192,,,
1000228,0,74032,0,448,,,
1000229,0,74516,0,320,,,
1000230,0,74758,0,64,,,
1000231,0,74999,0,192,,,
1000232,0,75241,0,448,,,
1000233,0,75483,0,64,,,
1000234,0,75483,0,320,,,
1000235,0,75967,0,192,,,
1000236,0,75967,0,448,,,
1000237,0,76451,0,64,,,
1000238,0,76693,0,192,,,
1000239,0,76935,0,320,,,
1000240,0,77177,0,64,,,
1000241,0,77419,0,448,,,
1000242,0,77419,0,192,,,
1000243,0,77903,0,320, ,,
1000244,0,77903,0,64,,,
1000245,0,78387,0,448,,,
1000246,0,78629,0,320,,,
1000247,0,78870,0,64,,,
1000248,2,79112,79838,448,,,
